id,code,name,city,full_address,long,lat,district,county,SPgrade,EOG_18_19,EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,parent,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
49,900303,Rea View Elementary,Waxhaw,"320 Reid Dairy Road, Waxhaw, NC 28173",-80.7748257,35.0162054,Union County Public Schools,Union,A,92.6,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
50,900334,Marvin Elementary,Marvin,"9700 Marvin School Rd, Marvin, NC 28173",-80.8089699,34.9996356,Union County Public Schools,Union,A,92.5,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
51,900391,Marvin Ridge Middle,Waxhaw,"2831 Crane Road, Waxhaw, NC 28173",-80.793485,34.974567,Union County Public Schools,Union,A,92.2,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
52,920582,Wake STEM Early College High School,Raleigh,"715 Barbour Dr, Raleigh, NC 27603",-78.6662784,35.7717648,Wake County Schools,Wake,A,92.2,1,15.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
53,92S000,Endeavor Charter,Wake Forest,"4879 One World Way, Wake Forest, NC 27587",-78.5387771,35.9194077,Charter Schools,Wake,A,92.1,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
54,19B000,Woods Charter,Chapel Hill,"160 Woodland Grove Ln, Chapel Hill, NC 27516",-79.1099166,35.8147983,Charter Schools,Chatham,A,92.1,1,4,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
55,900393,Marvin Ridge High,Waxhaw,"2825 Crane Road, Waxhaw, NC 28173",-80.7964039,34.9742645,Union County Public Schools,Union,A,92.1,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
56,650380,Walter L Parsley Elementary,Wilmington,"3518 Masonboro Loop Road, Wilmington, NC 28409",-77.8629394,34.1797583,New Hanover County Schools,New Hanover,A,92,1,19.1,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
57,600507,Providence Spring Elementary,Charlotte,"10045 Providence Church Ln, Charlotte, NC 28277",-80.769857,35.0727509,Charlotte-Mecklenburg Schools,Mecklenburg,A,91.4,1,4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
58,650356,Ogden Elementary,Wilmington,"3637 Middle Sound Rd, Wilmington, NC 28411",-77.809496,34.2661541,New Hanover County Schools,New Hanover,A,91.3,1,18.3,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
59,182700,Discovery High School,Newton,"301 West 18th St, Newton, NC 28658",-81.2223326,35.6798213,Newton Conover City Schools,Catawba,A,91.2,1,18.6,2.6,5.3,1.1,15.1,14.3,7.1,23.7,2,18.7,53738
60,920390,Davis Drive Elementary,Cary,"2151 Davis Drive, Cary, NC 27519",-78.8506202,35.7796682,Wake County Schools,Wake,A,91.1,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
61,610332,Mayland Early College,Spruce Pine,"264 Mayland Dr, Spruce Pine, NC 28777",-82.0163843,35.9326643,Mitchell County Schools,Mitchell,A,91,1,38.5,5.8,0,1.4,23.2,14.7,6.7,7.5,1,23.2,43967
62,650408,Wrightsville Beach Elem,Wrightsville Beach,"220 Coral Dr, Wrightsville Beach, NC 28480",-77.7980827,34.2144389,New Hanover County Schools,New Hanover,A,91,1,13.4,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
63,920502,Mills Park Middle,Cary,"441 Mills Park Drive, Cary, NC 27519",-78.8957309,35.8129848,Wake County Schools,Wake,A,91,1,6.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
64,63A000,The Academy of Moore County,Aberdeen,"12588 US 15-501 Hwy, Aberdeen, NC 28315",-79.4291178,35.094013,Charter Schools,Moore,A,90.7,1,16.3,1.4,0,0.9,19.9,8,6.4,21.8,3,14.1,59471
65,600431,Jay M Robinson Middle,Charlotte,"5925 Ballantyne Commons Pkwy, Charlotte, NC 28277",-80.783644,35.062863,Charlotte-Mecklenburg Schools,Mecklenburg,A,90.6,1,8.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
66,920439,Green Hope Elementary,Cary,"2700 Louis Stephens Drive, Cary, NC 27519",-78.859853,35.802789,Wake County Schools,Wake,A,90.6,1,7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
67,600571,Irwin Academic Center,Charlotte,"329 N. Irwin Ave, Charlotte, NC 28202",-80.8503201,35.2376813,Charlotte-Mecklenburg Schools,Mecklenburg,A,90.2,1,22.1,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
68,340362,Early College of Forsyth Co,Winston Salem,"2100 Silas Creek Prky, Winston Salem, NC 27103",-80.2727328,36.0694251,Forsyth County Schools,Forsyth,A,90.2,1,18.2,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
69,190501,Chatham School of Science & Engineering,Siler City,"501 Martin Luther King Jr Blvd, Siler City, NC 27344",-79.4606651,35.7313745,Chatham County Schools,Chatham,A,90.2,1,15,0.9,11.2,0.4,14.2,12.3,5.7,27.3,3,13.1,73703
70,510367,Johnston Co Early College Academy,Smithfield,"245 College Rd, Smithfield, NC 27577",-78.3309705,35.5019508,Johnston County Schools,Johnston,A,90.1,1,37.3,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
71,590328,McDowell Early College,Marion,"54 College Drive, Marion, NC 28752",-81.9620476,35.6555866,McDowell County Schools,McDowell,A,89.9,1,36.2,6.4,0,2.3,14.9,13.9,8.9,11.8,2,20.1,43972
72,900302,Antioch Elementary,Matthews,"3101 Antioch Church Road, Matthews, NC 28104",-80.7223946,35.0588827,Union County Public Schools,Union,A,89.9,1,7.2,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
73,900328,Kensington Elementary,Waxhaw,"8701 Kensington Drive, Waxhaw, NC 28173",-80.775736,34.9448551,Union County Public Schools,Union,A,89.8,1,5.4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
74,920501,Mills Park Elementary,Cary,"509 Mills Park Dr, Cary, NC 27519",-78.8964658,35.8103572,Wake County Schools,Wake,A,89.7,1,6.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
75,920443,Highcroft Elementary,Cary,"5415 Highcroft Drive, Cary, NC 27519",-78.884099,35.800718,Wake County Schools,Wake,A,89.6,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
76,510325,Johnston County Schools Career Technical,Smithfield,"245 College Road, Smithfield, NC 27577",-78.3309705,35.5019508,Johnston County Schools,Johnston,A,89.5,1,35.6,1.4,2.6,1,9,11,7.3,31.8,3,15.4,60296
77,92T000,Triangle Math and Science Academy,Cary,"312 Gregson Dr., Cary, NC 27511",-78.8062451,35.7331675,Charter Schools,Wake,A,89.5,1,5.5,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
78,41B000,Greensboro Academy,Greensboro,"4049 Battleground Ave, Greensboro, NC 27410",-79.8718373,36.1513563,Charter Schools,Guilford,A,89.4,1,7.6,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
79,130350,Cabarrus-Kannapolis Early Coll,Concord,"1531 Trinity Church Rd, Concord, NC 28027",-80.659584,35.4375622,Cabarrus County Schools,Cabarrus,A,89.3,1,36.6,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
80,900377,Weddington High,Matthews,"4901 Monroe-Weddington Road, Matthews, NC 28104",-80.7254263,35.0013626,Union County Public Schools,Union,A,89.3,1,5.1,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
81,900305,New Town Elementary,Waxhaw,"1100 Waxhaw-Indian Tr. Rd., Waxhaw, NC 28173",-80.7055882,34.9782465,Union County Public Schools,Union,A,89.2,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
82,540317,Lenoir County Early College High,Kinston,"231 Hwy 58 South, Kinston, NC 28502",-77.5710848,35.2338387,Lenoir County Public Schools,Lenoir,A,89.2,1,55.4,4.2,21.2,1.7,13.7,13.5,11.3,50.3,1,37.2,40433
83,230322,Cleveland ECHS,Shelby,"1800 E. Marion Street, Shelby, NC 28152",-81.4900083,35.2780759,Cleveland County Schools,Cleveland,A,89.2,1,46.7,13.8,16.7,1.4,24.4,14,10.6,26.3,1,27.1,42728
84,650394,Wilmington Early College High,Castle Hayne,"4500 Blue Clay Rd, WECHS Bldg.ND122, Castle Hayne, NC 28429",-77.8801909,34.3228604,New Hanover County Schools,New Hanover,A,89.1,1,48.6,6.3,18.9,1.3,11.5,6.3,8.3,21.6,3,20,53419
85,920391,Davis Drive Middle,Cary,"2101 Davis Drive, Cary, NC 27519",-78.8507101,35.7777215,Wake County Schools,Wake,A,89,1,8.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
86,740501,Innovation Early College High,Greenville,"E 10th St, Greenville, NC 27858",-77.3339075,35.5999181,Pitt County Schools,Pitt,A,88.9,1,56.6,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
87,530335,Lee Early College,Sanford,"1105 Kelly Drive, Sanford, NC 27330",-79.1452451,35.471033,Lee County Schools,Lee,A,88.9,1,56.2,1.6,14.1,1.5,28.9,14.3,5.7,41.3,2,22.2,48984
88,300314,Davie County Early College High,Mocksville,"1211 Salisbury Road, Mocksville, NC 27028",-80.5537072,35.8709912,Davie County Schools,Davie,A,88.8,1,43.9,9,0,1.8,19.8,9.3,4.9,15,3,13.5,60801
89,860354,Surry Early College,Dobson,"630 South Main Street, Dobson, NC 27017",-80.7161576,36.385371,Surry County Schools,Surry,A,88.7,1,60.7,4.3,4,2.5,19.9,19.4,13.5,15.8,2,22.6,46342
90,600302,Ardrey Kell High,Charlotte,"10220 Ardrey Kell Rd, Charlotte, NC 28277",-80.8272254,35.0299517,Charlotte-Mecklenburg Schools,Mecklenburg,A,88.7,1,9.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
91,250321,Early College EAST High,Havelock,"104 Middle School Lane, Havelock, NC 28532",-76.8971976,34.8775731,Craven County Schools,Craven,A,88.6,1,30.6,2.7,5.2,0.8,16.1,8.7,7.6,33.1,2,22.5,50748
92,980398,Wilson Early College Academy,Wilson,"902 Herring St, Wilson, NC 27893",-77.89572,35.7300975,Wilson County Schools,Wilson,A,88.1,1,4,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
93,160343,Marine Sci. & Tech. Early College HS,Morehead City,"3505 Arendell Street, Morehead City, NC 28557",-76.7577936,34.724114,Carteret County Public Schools,Carteret,A,88.1,1,64.6,7.6,2.6,0.6,13.3,6.2,7.4,12.3,2,15.5,55052
94,900353,Sandy Ridge Elementary,Waxhaw,"10101 Waxhaw Manor Drive, Waxhaw, NC 28173",-80.8020473,34.9673528,Union County Public Schools,Union,A,88.1,1,5.8,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
95,440332,Riverbend Elementary,Clyde,"71 Learning Lane, Clyde, NC 28721",-82.946446,35.584427,Haywood County Schools,Haywood,A,88,1,41.7,7.8,0,1.5,15.2,11.8,13.8,6.7,3,20.1,47183
96,68C000,The Expedition School,Hillsborough,"437 Dimmocks Mill Rd Ste 33, Hillsborough, NC 27278",-79.1136611,36.0693863,Charter Schools,Orange,A,87.8,1,4,0.7,5.3,1.3,7.8,5.9,3.3,29.4,3,9.2,71920
97,790379,Rockingham Co Early College High,Wentworth,"NC Hwy 65, Wentworth, NC 27375",-79.960093,36.2556076,Rockingham County Schools,Rockingham,A,87.8,1,36.9,0.2,14.6,2.3,17.8,15.9,15.2,26.7,1,24.2,41869
98,340440,Meadowlark Elementary,Winston-Salem,"401 Meadowlark Drive, Winston-Salem, NC 27106",-80.3645828,36.099981,Forsyth County Schools,Forsyth,A,87.8,1,22.4,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
99,340512,Sherwood Forest Elementary,Winston Salem,"1055 Yorkshire Road, Winston Salem, NC 27106",-80.309292,36.106381,Forsyth County Schools,Forsyth,A,87.7,1,15.6,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
100,600451,McKee Road Elementary,Charlotte,"4101 McKee Rd, Charlotte, NC 28270",-80.754907,35.068154,Charlotte-Mecklenburg Schools,Mecklenburg,A,87.7,1,14,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
101,600508,Providence High,Charlotte,"1800 Pineville-Matthews Rd, Charlotte, NC 28270",-80.762742,35.110559,Charlotte-Mecklenburg Schools,Mecklenburg,A,87.7,1,8.5,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
102,900311,Cuthbertson High,Waxhaw,"1400 Cuthbertson Rd, Waxhaw, NC 28173",-80.7391584,34.9754301,Union County Public Schools,Union,A,87.6,1,4,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
103,81A000,Thomas Jefferson Class Academy,Mooresboro,"2527 US 221A Hwy, Mooresboro, NC 28114",-81.797241,35.2741098,Charter Schools,Rutherford,B,87.6,1,13.3,12.5,11.4,2,16.6,13.3,11.6,16,1,25.9,42831
104,60D000,Lake Norman Charter,Huntersville,"12435 Old Statesville Road, Huntersville, NC 28078",-80.842956,35.4250093,Charter Schools,Mecklenburg,A,87.5,1,4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
105,400315,Greene Early College High,Snow Hill,"818 Highway 91, Snow Hill, NC 28580",-77.6705375,35.4759141,Greene County Schools,Greene,A,87.5,1,56.7,1.4,0,2.7,16,18.9,10.8,52.8,1,32,43591
106,491318,Rocky River Elementary,Mooresville,"483 Rocky River Rd, Mooresville, NC 28115",-80.7825072,35.5494197,Mooresville City Schools,Iredell,A,87.5,1,18.7,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
107,990332,Yadkin Early College,Yadkinville,"1001 College Drive, Yadkinville, NC 27055",-80.673628,36.1479533,Yadkin County Schools,Yadkin,A,87.4,1,54.3,3.1,0,1.2,31.1,16.8,13.9,15.2,2,20.2,49070
108,600392,Polo Ridge Elementary,Charlotte,"11830 Tom Short Rd, Charlotte, NC 28277",-80.7951241,35.0468766,Charlotte-Mecklenburg Schools,Mecklenburg,A,87.4,1,6.2,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
109,900310,Cuthbertson Middle,Waxhaw,"1520 Cuthbertson Rd, Waxhaw, NC 28173",-80.7407507,34.9739945,Union County Public Schools,Union,A,87.4,1,5.9,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
110,20303,Alexander Early College,Taylorsville,"230 Industrial Blvd, Taylorsville, NC 28681",-81.1815586,35.910777,Alexander County Schools,Alexander,A,87.3,1,27.5,2.9,0,1.7,27,17.5,5.3,12.5,2,18.8,49138
111,410502,Oak Ridge Elementary,Oak Ridge,"2050 Oak Ridge Road, Oak Ridge, NC 27310",-79.9938838,36.1688632,Guilford County Schools,Guilford,A,87.3,1,9.2,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
112,920614,White Oak Elementary,Apex,"1512 White Oak Church Rd, Apex, NC 27523",-78.921001,35.781063,Wake County Schools,Wake,A,87.3,1,5.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
113,490307,Agriculture and Science Early College,Olin,"158 Raider Rd, Olin, NC 28660",-80.8676113,35.9278219,Iredell-Statesville Schools,Iredell,A,87.2,1,28.9,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
114,600569,Charlotte Teacher Early College,Charlotte,"9201 University City Blvd, Charlotte, NC 28223",-80.7353002,35.3058818,Charlotte-Mecklenburg Schools,Mecklenburg,B,87,1,36,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
115,820320,Clement Elementary,Autryville,"3220 Maxwell Rd, Autryville, NC 28318",-78.5895169,35.1052268,Sampson County Schools,Sampson,B,86.9,1,61.2,0.1,21.4,1.3,16.3,18.6,7.1,49,1,33.1,42807
116,260312,Beaver Dam Elementary,Roseboro,"12059 Hwy 210 S, Roseboro, NC 28382",-78.5807717,34.8944101,Cumberland County Schools,Cumberland,A,86.9,1,56,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
117,910382,Vance Co Early College,Henderson,"200 Community College Rd, Henderson, NC 27537",-78.4877589,36.3232811,Vance County Schools,Vance,A,86.9,1,27.8,4.7,29.8,2,24.5,15.5,11.8,60.4,1,32.9,40263
118,84B000,Gray Stone Day,Misenheimer,"49464 Merner Terrace, Misenheimer, NC 28109",-80.2801643,35.4859575,Charter Schools,Stanly,A,86.8,1,4,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
119,260347,Cumberland International Early College,Fayetteville,"1200 Murchison Rd, J Knuckles Science Annex, Fayetteville, NC 28303",-78.8952089,35.0733686,Cumberland County Schools,Cumberland,A,86.8,1,53.1,3,8.8,1.3,20.7,6.6,10.5,56,1,22.2,46779
120,340560,Whitaker Elementary,Winston Salem,"2600 Buena Vista Road, Winston Salem, NC 27104",-80.2869087,36.1063742,Forsyth County Schools,Forsyth,A,86.8,1,15.7,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
121,900380,Wesley Chapel Elementary,Monroe,"110 Potter Rd S, Monroe, NC 28110",-80.6729826,35.0053355,Union County Public Schools,Union,A,86.8,1,12.2,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
122,150308,Grandy Primary,Camden,"175 NC Hwy 343 North, Camden, NC 27921",-76.1820435,36.332283,Camden County Schools,Camden,B,86.5,1,23.7,3.2,0,0.9,11.9,12.6,9.2,18.4,2,9,65955
123,600567,Charlotte Engineering Early College-UNCC,Charlotte,"9000 Robert Snyder Rd, Charlotte, NC 28262",-80.7440543,35.3089121,Charlotte-Mecklenburg Schools,Mecklenburg,A,86.4,1,28.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
124,340348,Clemmons Elementary,Clemmons,"6200 Bingham Avenue, Clemmons, NC 27012",-80.3764121,36.0247985,Forsyth County Schools,Forsyth,A,86.4,1,21,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
125,920523,Olive Chapel Elementary,Apex,"1751 Olive Chapel Road, Apex, NC 27502",-78.8942246,35.7347789,Wake County Schools,Wake,A,86.3,1,8.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
126,920504,Morrisville Elementary,Morrisville,"1519 Morrisville Pkwy, Morrisville, NC 27560",-78.846568,35.811412,Wake County Schools,Wake,A,86.3,1,6.8,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
127,92,Sterling Montessori Academy,Morrisville,"202 Treybrooke Drive, Morrisville, NC 27560",-78.8374879,35.833889,Charter Schools,Wake,B,86.2,1,4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
128,840361,Stanly Early College High,Albemarle,"141 College Drive, Albemarle, NC 28001",-80.2360883,35.3392812,Stanly County Schools,Stanly,A,86.2,1,40.4,7,0,1.8,15,13.8,4,18.6,2,18.6,51491
129,49,Pine Lake Preparatory,Mooresville,"104 Yellow Wood Circle, Mooresville, NC 28115",-80.844047,35.535746,Charter Schools,Iredell,A,86.1,1,4,5.8,7.1,0.8,24.8,8.8,6,23.3,3,13,60044
130,320317,City of Medicine Academy,Durham,"301 Crutchfield Road, Durham, NC 27704",-78.9023459,36.03825,Durham Public Schools,Durham,A,86.1,1,56.3,2,20.5,0.9,9.9,11.5,8.6,56.6,3,18.9,59329
131,980364,Rock Ridge Elementary,Wilson,"6605 Rock Ridge School Rd, Wilson, NC 27893",-78.068054,35.702098,Wilson County Schools,Wilson,A,86.1,1,22.8,2.2,22.5,1.9,18.4,16.7,12.7,52.5,1,29.6,44015
132,600313,Bailey Middle,Cornelius,"11900 Bailey Rd, Cornelius, NC 28031",-80.8375194,35.4675588,Charlotte-Mecklenburg Schools,Mecklenburg,A,86,1,17.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
133,920569,Sycamore Creek Elementary,Raleigh,"10921 Leesville Rd, Raleigh, NC 27613",-78.732606,35.9184932,Wake County Schools,Wake,B,86,1,11.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
134,920369,Cedar Fork Elementary,Morrisville,"1050 Town Hall Drive, Morrisville, NC 27560",-78.8394928,35.8367119,Wake County Schools,Wake,A,86,1,10.1,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
135,500323,Jackson Co Early College,Sylva,"404 College Drive, Sylva, NC 28779",-83.2050376,35.3483207,Jackson County Schools,Jackson,A,85.9,1,21.9,12.8,13.8,2.3,19.9,12.4,10.5,17.9,2,20.4,44502
136,130319,Cox Mill Elementary,Concord,"1450 Cox Mill Road, Concord, NC 28027",-80.7323554,35.3938667,Cabarrus County Schools,Cabarrus,A,85.9,1,6.1,3.6,4.5,1,6.5,8.2,3.4,34.2,3,10.9,69297
137,410579,UNCG Early/Middle College,Greensboro,"1408 Walker Avenue, Greensboro, NC 27412",-79.8133027,36.0690017,Guilford County Schools,Guilford,A,85.8,1,53.5,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
138,600497,Piedmont IB Middle,Charlotte,"1241 E 10th St, Charlotte, NC 28204",-80.8241976,35.223098,Charlotte-Mecklenburg Schools,Mecklenburg,A,85.8,1,40.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
139,600406,Hawk Ridge Elementary,Charlotte,"9201 Bryant Farms Rd, Charlotte, NC 28277",-80.825093,35.043548,Charlotte-Mecklenburg Schools,Mecklenburg,A,85.8,1,8.6,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
140,920526,Panther Creek High,Cary,"6770 McCrimmon Parkway, Cary, NC 27519",-78.8885985,35.8302574,Wake County Schools,Wake,A,85.8,1,7.2,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
141,640347,NRM Early College High School,Rocky Mount,"530 North Old Carriage Road, Rocky Mount, NC 27804",-77.9020275,35.9853173,Nash-Rocky Mount Schools,Nash,A,85.6,1,38.1,4.8,0,2,13.8,11.2,7.6,50,1,20.7,50122
142,100340,Union Elementary,Shallotte,"180 Union School Road NW, Shallotte, NC 28470",-78.4598662,33.9586678,Brunswick County Schools,Brunswick,A,85.4,1,59.6,4.6,8.9,0.5,14.4,7.8,10.3,17,3,19,60163
143,41J000,Summerfield Charter Academy,Summerfield,"5303 Hwy 220 N, Summerfield, NC 27358",-79.9104809,36.2191119,Charter Schools,Guilford,A,85.4,1,14,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
144,995304,Bald Creek Elementary,Burnsville,"100 Bald Creek School Road, Burnsville, NC 28714",-82.423218,35.91298,Yancey County Schools,Yancey,A,85.3,1,58.6,9.1,0,0.7,9,14.3,7.7,7.3,2,23.3,44756
145,960490,Wayne Early / Middle College High,Goldsboro,"3000 Wayne Memorial Drive, Goldsboro, NC 27534",-77.9458926,35.4030535,Wayne County Public Schools,Wayne,A,85.3,1,55.7,2.1,33.2,1.2,10.4,13.8,11,46,1,29.4,41572
146,80311,Bertie Early College High,Windsor,"819 Governors Road, Windsor, NC 27983",-77.0134803,36.0343083,Bertie County Schools,Bertie,A,85.2,1,31.4,2.3,0,2,8,21.1,16.1,64.9,1,30.4,35433
147,78B000,Southeastern Academy,Lumberton,"12251 NC HWY 41 North, Lumberton, NC 28358",-78.873636,34.651569,Charter Schools,Robeson,A,85.1,1,39.3,9.9,39.3,1.4,19.1,19.8,19.3,74.2,1,34.7,35407
148,600345,Community House Middle,Charlotte,"9500 Community House Rd, Charlotte, NC 28277",-80.8239031,35.0360965,Charlotte-Mecklenburg Schools,Mecklenburg,A,85.1,1,12.4,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
149,330326,Edgecombe Early College High,Tarboro,"2009 West Wilson St, Tarboro, NC 27886",-77.572197,35.879087,Edgecombe County Public School,Edgecombe,A,85,1,24.6,1.3,27.7,2.6,13.1,18,14.5,63.4,1,34,38818
150,340432,Lewisville Elementary,Lewisville,"150 Lucy Lane, Lewisville, NC 27023",-80.419325,36.094646,Forsyth County Schools,Forsyth,A,85,1,23.1,1.1,27.9,1.5,23.3,9.8,9.5,42.7,2,23,50112
151,920447,Holly Springs Elementary,Holly Springs,"401 Holly Springs Road, Holly Springs, NC 27540",-78.8281484,35.6559798,Wake County Schools,Wake,A,85,1,14.7,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
152,410486,Northern Guilford Elementary,Greensboro,"3801 NC Highway 150 East, Greensboro, NC 27455",-79.7668868,36.2285224,Guilford County Schools,Guilford,B,84.8,1,11.6,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
153,920457,Holly Grove Elementary,Holly Springs,"1451 Avent Ferry Road, Holly Springs, NC 27540",-78.8503851,35.6320414,Wake County Schools,Wake,B,84.8,1,8.3,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
154,410399,Middle College at GTCC-Greensboro,Greensboro,"3505 East Wendover Avenue, Greensboro, NC 27405",-79.7273151,36.0888097,Guilford County Schools,Guilford,A,84.7,1,48.9,0.2,18.6,1.1,22.1,9.1,8,49.3,2,22.1,52166
155,920444,Heritage Middle,Wake Forest,"3400 Rogers Road, Wake Forest, NC 27587",-78.5116848,35.9491479,Wake County Schools,Wake,A,84.6,1,11.4,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
156,600382,Elizabeth Lane Elem,Matthews,"121 Elizabeth Ln, Matthews, NC 28105",-80.747377,35.112388,Charlotte-Mecklenburg Schools,Mecklenburg,B,84.6,1,9.8,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
157,740500,Early College High School,Winterville,"Pitt Community College, 1959 Warren Drive, Winterville, NC 28590",-77.4064334,35.5484627,Pitt County Schools,Pitt,A,84.4,1,44.2,5.2,29.2,0.8,23.3,8.9,5.8,44.9,1,25.6,43303
158,600537,South Charlotte Middle,Charlotte,"8040 Strawberry Ln, Charlotte, NC 28277",-80.799105,35.0906725,Charlotte-Mecklenburg Schools,Mecklenburg,A,84.4,1,19.9,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
159,920453,Jones Dairy Elementary,Wake Forest,"1100 Jones Dairy Road, Wake Forest, NC 27587",-78.471861,35.9498475,Wake County Schools,Wake,B,84.3,1,9.9,1.8,3.1,1.2,6.7,5.9,4,39.1,3,9.7,80169
160,10303,ABSS Early College at ACC,Graham,"1247 Jimmie Kerr Road, Graham, NC 27253",-79.3575561,36.0667853,Alamance-Burlington Schools,Alamance,A,84.2,1,43.8,4.4,16,1.6,21.2,12.6,8.6,35.8,2,18.3,50480
161,900347,Poplin Elementary,Indian Trail,"5627 Poplin Rd, Indian Trail, NC 28079",-80.6004961,35.0859438,Union County Public Schools,Union,B,84.2,1,19.6,0.8,1.7,1.1,17.3,7.9,3.6,27.4,3,8.3,80428
162,600314,Bain Elementary,Charlotte,"11540 Bain School Rd, Charlotte, NC 28227",-80.6496049,35.173267,Charlotte-Mecklenburg Schools,Mecklenburg,A,84.2,1,18,2.2,12.9,0.8,17.5,8.6,4.9,52.7,3,16.4,64509
163,290389,Yadkin Valley Regional Career Academy,Lexington,"2065 E. Holly Grove Road, Lexington, NC 27292",-80.18886,35.8169974,Davidson County Schools,Davidson,B,84.1,1,40.6,3.3,12.3,1,17.6,15.1,8.7,19.3,2,20,47758
