EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
3,51.80,3.00,0.00,0.00,13.00,11.60,13.40,35.40,2,19.50,51746
3,51.80,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
4,51.80,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,51.80,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,51.80,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,51.80,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,51.80,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
2,51.80,3.90,0.00,5.90,10.30,9.10,4.20,11.60,2,18.60,50467
2,51.80,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
3,51.70,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
4,51.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,51.70,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,51.70,5.80,0.00,1.40,23.20,14.70,6.70,7.50,1,23.20,43967
2,51.70,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
3,51.60,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
2,51.60,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,51.60,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
2,51.60,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,51.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,51.60,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,51.60,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
3,51.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,51.50,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,51.50,5.20,0.00,1.10,12.30,12.50,5.50,7.10,2,23.30,41864
3,51.40,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,51.40,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,51.40,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
4,51.40,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,51.40,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
4,51.40,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,51.40,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,51.40,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,51.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,51.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,51.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,51.30,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,51.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,51.20,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,51.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,51.10,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
2,51.10,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
3,51.10,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,51.10,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,51.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,51.00,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,51.00,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
1,51.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,50.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,50.90,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
3,50.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,50.90,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
4,50.90,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,50.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,50.80,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,50.80,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
2,50.70,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
2,50.70,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,50.70,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,50.70,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,50.70,2.40,26.50,1.60,21.00,19.30,12.70,38.10,1,26.50,45517
4,50.70,8.90,39.40,2.40,28.50,15.70,12.50,55.30,1,29.20,38023
3,50.70,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,50.70,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,50.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,50.70,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,50.60,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
2,50.60,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,50.50,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
2,50.50,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
4,50.50,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
4,50.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,50.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,50.50,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,50.40,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,50.40,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,50.30,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,50.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,50.30,8.90,13.70,1.50,23.30,11.10,9.40,33.20,2,22.60,50149
3,50.30,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
4,50.30,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,50.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,50.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,50.20,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,50.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,50.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,50.10,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,50.10,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,50.10,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,50.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,50.10,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,50.10,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,50.10,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,50.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,50.00,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,50.00,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,50.00,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
1,50.00,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
3,49.90,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,49.90,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,49.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,49.90,9.00,0.00,1.80,19.80,9.30,4.90,15.00,3,13.50,60801
3,49.90,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,49.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,49.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,49.90,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,49.80,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
2,49.80,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,49.80,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
2,49.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,49.80,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,49.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,49.80,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,49.70,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,49.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,49.70,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,49.70,5.20,0.00,3.70,19.40,17.80,13.00,12.90,2,29.20,39735
2,49.70,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
2,49.60,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
4,49.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,49.60,11.40,0.00,1.80,16.50,12.00,7.80,5.10,2,22.40,44693
2,49.50,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,49.50,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,49.50,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,49.50,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,49.40,0.00,0.00,1.00,47.30,6.00,5.60,11.40,2,12.90,64768
3,49.40,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,49.40,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,49.40,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
3,49.30,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
1,49.30,3.00,0.00,1.50,14.30,9.70,6.70,23.90,3,20.80,54900
4,49.30,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
2,49.30,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,49.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,49.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,49.30,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,49.20,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,49.20,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,49.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,49.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,49.20,11.10,0.00,1.00,9.60,14.00,8.80,7.60,2,25.80,41262
2,49.10,3.00,0.00,2.60,22.80,10.20,2.80,11.50,3,12.40,64426
3,49.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,49.10,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,49.00,3.00,0.00,0.00,13.00,11.60,13.40,35.40,2,19.50,51746
2,49.00,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,48.90,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,48.90,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,48.90,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
1,48.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
1,48.90,4.20,22.90,2.00,8.60,20.70,11.00,36.30,2,24.10,47757
3,48.90,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
3,48.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,48.90,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
1,48.90,11.40,0.00,1.80,16.50,12.00,7.80,5.10,2,22.40,44693
2,48.90,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
2,48.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,48.80,6.70,0.00,2.50,16.10,10.70,11.60,25.00,2,28.10,46447
2,48.80,2.60,0.00,0.70,13.00,11.50,9.70,8.70,2,21.30,51398
2,48.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
1,48.60,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
4,48.60,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,48.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,48.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,48.60,3.10,24.40,0.80,9.80,8.10,6.60,7.40,3,14.20,48489
2,48.60,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
4,48.50,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
4,48.50,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,48.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,48.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,48.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,48.50,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,48.50,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
3,48.50,2.50,0.00,1.30,11.80,15.10,16.50,36.70,1,22.70,43121
2,48.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,48.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,48.40,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,48.30,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,48.30,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
2,48.30,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
2,48.20,8.90,13.70,1.50,23.30,11.10,9.40,33.20,2,22.60,50149
3,48.20,2.40,26.50,1.60,21.00,19.30,12.70,38.10,1,26.50,45517
2,48.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,48.20,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,48.20,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
3,48.20,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,48.20,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,48.20,11.10,0.00,1.00,9.60,14.00,8.80,7.60,2,25.80,41262
2,48.10,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,48.10,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,48.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,48.10,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,48.10,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,48.10,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
2,48.00,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
2,48.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,48.00,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,48.00,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,48.00,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,48.00,11.40,0.00,1.80,16.50,12.00,7.80,5.10,2,22.40,44693
3,47.90,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
2,47.90,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
2,47.90,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
2,47.80,3.00,0.00,2.60,22.80,10.20,2.80,11.50,3,12.40,64426
5,47.80,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
2,47.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,47.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,47.80,0.90,11.20,0.40,14.20,12.30,5.70,27.30,3,13.10,73703
2,47.80,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
3,47.80,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,47.80,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,47.70,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,47.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,47.70,11.10,0.00,1.00,9.60,14.00,8.80,7.60,2,25.80,41262
3,47.60,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,47.60,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,47.60,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,47.60,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,47.60,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,47.60,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,47.60,11.10,0.00,1.00,9.60,14.00,8.80,7.60,2,25.80,41262
2,47.50,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,47.50,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,47.50,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,47.40,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
4,47.40,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,47.40,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,47.40,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,47.30,0.00,0.00,1.00,47.30,6.00,5.60,11.40,2,12.90,64768
3,47.30,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
2,47.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,47.30,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,47.30,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
3,47.20,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,47.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,47.20,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,47.20,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,47.10,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,47.10,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,47.10,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
2,47.10,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,47.10,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,47.10,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,47.10,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
3,47.00,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
2,46.90,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
3,46.90,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,46.90,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,46.90,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,46.90,8.90,39.40,2.40,28.50,15.70,12.50,55.30,1,29.20,38023
3,46.90,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
2,46.90,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
2,46.90,3.90,0.00,5.90,10.30,9.10,4.20,11.60,2,18.60,50467
3,46.80,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
1,46.80,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
2,46.80,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,46.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,46.80,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,46.80,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
3,46.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,46.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
1,46.70,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
4,46.60,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
5,46.60,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
3,46.60,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
1,46.60,8.30,29.60,1.10,31.70,17.20,20.70,55.80,1,38.40,36730
3,46.60,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,46.60,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
3,46.60,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,46.60,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,46.50,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,46.50,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,46.40,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,46.40,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,46.40,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
3,46.30,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
2,46.30,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
4,46.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,46.30,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,46.30,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,46.30,9.10,0.00,0.70,9.00,14.30,7.70,7.30,2,23.30,44756
4,46.20,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
2,46.20,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,46.20,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,46.20,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,46.20,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
4,46.10,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
2,46.10,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
2,46.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,46.00,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
2,46.00,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
3,45.90,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
2,45.90,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,45.90,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,45.90,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,45.90,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
1,45.80,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
2,45.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,45.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,45.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,45.70,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,45.70,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,45.70,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,45.70,3.60,4.50,1.00,6.50,8.20,3.40,34.20,3,10.90,69297
3,45.70,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,45.60,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,45.60,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,45.60,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,45.50,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
1,45.50,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
2,45.50,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
2,45.50,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
2,45.50,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,45.50,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,45.50,12.80,13.80,2.30,19.90,12.40,10.50,17.90,2,20.40,44502
3,45.40,3.00,0.00,2.60,22.80,10.20,2.80,11.50,3,12.40,64426
3,45.40,3.00,0.00,0.00,13.00,11.60,13.40,35.40,2,19.50,51746
2,45.40,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,45.40,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,45.40,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
3,45.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,45.30,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
2,45.30,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,45.30,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
