EOG_quintile,percent_EDS,child_abuse_rate,children_conc_pov,elevated_lead,juv_delinquent,No_HSdegree,parent_unemployed,county_poc,county_tier,poverty_county,median_inc_county
3,65.10,9.00,0.00,1.80,19.80,9.30,4.90,15.00,3,13.50,60801
4,65.00,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
3,65.00,4.00,13.00,1.30,6.70,11.90,10.20,41.40,2,18.40,58956
3,65.00,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,65.00,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,65.00,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,65.00,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
4,64.90,1.40,0.00,2.70,16.00,18.90,10.80,52.80,1,32.00,43591
5,64.90,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,64.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,64.90,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,64.90,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,64.80,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,64.80,2.40,0.00,1.60,57.60,13.40,13.10,47.50,1,30.20,43569
3,64.80,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,64.80,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
3,64.80,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
3,64.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,64.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,64.70,2.70,5.20,0.80,16.10,8.70,7.60,33.10,2,22.50,50748
3,64.70,7.70,33.80,0.00,30.10,16.70,6.20,37.10,1,28.80,43302
3,64.70,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
2,64.70,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,64.70,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
1,64.60,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
2,64.60,2.00,46.70,1.40,24.10,16.30,5.40,66.50,1,30.60,38216
2,64.60,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,64.60,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,64.60,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,64.60,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,64.60,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,64.60,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,64.50,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
4,64.50,1.40,20.70,3.40,21.30,20.30,21.70,60.70,1,34.70,37233
3,64.50,1.60,14.10,1.50,28.90,14.30,5.70,41.30,2,22.20,48984
3,64.50,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
2,64.50,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,64.50,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,64.40,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,64.40,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,64.30,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
4,64.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,64.30,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,64.30,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
5,64.20,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,64.20,8.30,29.60,1.10,31.70,17.20,20.70,55.80,1,38.40,36730
4,64.20,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,64.20,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,64.20,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
2,64.20,0.50,0.00,0.00,8.50,10.30,8.30,6.20,2,20.50,42878
3,64.10,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,64.10,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,64.10,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,64.10,12.80,13.80,2.30,19.90,12.40,10.50,17.90,2,20.40,44502
3,64.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,64.00,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,64.00,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,64.00,12.50,11.40,2.00,16.60,13.30,11.60,16.00,1,25.90,42831
2,64.00,2.50,0.00,1.30,11.80,15.10,16.50,36.70,1,22.70,43121
3,63.90,2.30,0.00,2.00,8.00,21.10,16.10,64.90,1,30.40,35433
4,63.90,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,63.90,2.40,26.50,1.60,21.00,19.30,12.70,38.10,1,26.50,45517
3,63.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,63.90,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,63.90,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,63.90,6.20,0.00,1.40,18.30,16.10,6.90,13.00,1,24.30,39502
5,63.80,1.40,20.70,3.40,21.30,20.30,21.70,60.70,1,34.70,37233
3,63.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,63.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,63.80,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,63.80,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
2,63.80,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
4,63.70,2.00,46.70,1.40,24.10,16.30,5.40,66.50,1,30.60,38216
5,63.70,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
2,63.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,63.60,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,63.60,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
3,63.60,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
4,63.60,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,63.60,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
4,63.50,10.60,0.00,0.60,15.30,14.50,12.80,55.20,1,38.70,36042
3,63.50,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,63.50,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
2,63.50,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,63.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,63.50,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
4,63.50,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,63.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,63.40,6.90,17.80,1.60,20.50,15.00,20.30,40.10,1,34.00,36862
5,63.40,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
4,63.40,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,63.40,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,63.40,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
2,63.40,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,63.40,5.20,0.00,1.10,12.30,12.50,5.50,7.10,2,23.30,41864
3,63.30,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
3,63.30,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
2,63.30,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
2,63.30,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,63.20,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
4,63.20,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
2,63.20,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
4,63.20,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,63.20,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
4,63.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
4,63.10,10.60,0.00,0.60,15.30,14.50,12.80,55.20,1,38.70,36042
4,63.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,63.10,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
4,63.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
1,63.00,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,63.00,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,63.00,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,63.00,2.60,0.00,0.70,13.00,11.50,9.70,8.70,2,21.30,51398
3,62.90,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
3,62.90,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
4,62.90,8.90,13.70,1.50,23.30,11.10,9.40,33.20,2,22.60,50149
3,62.90,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,62.80,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,62.80,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,62.80,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,62.80,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
4,62.80,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,62.80,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,62.70,3.10,0.00,1.20,31.10,16.80,13.90,15.20,2,20.20,49070
3,62.70,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
4,62.60,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,62.60,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,62.50,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,62.40,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
4,62.40,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
2,62.40,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
2,62.40,7.80,4.10,1.00,13.10,8.20,5.60,15.90,3,15.00,54012
3,62.30,2.10,33.20,1.20,10.40,13.80,11.00,46.00,1,29.40,41572
3,62.30,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,62.20,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
2,62.20,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,62.20,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
2,62.20,2.60,0.00,0.70,13.00,11.50,9.70,8.70,2,21.30,51398
3,62.10,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
4,62.00,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
1,62.00,9.90,39.30,1.40,19.10,19.80,19.30,74.20,1,34.70,35407
3,62.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,62.00,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,62.00,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,62.00,5.90,14.00,0.40,22.30,11.00,11.10,10.40,2,26.50,46426
2,61.90,6.30,18.90,1.30,11.50,6.30,8.30,21.60,3,20.00,53419
3,61.90,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
2,61.90,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,61.90,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
2,61.90,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
2,61.80,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,61.80,7.00,0.00,1.80,15.00,13.80,4.00,18.60,2,18.60,51491
3,61.80,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,61.80,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,61.70,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
4,61.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,61.60,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
4,61.60,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
4,61.50,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,61.50,0.70,5.30,1.30,7.80,5.90,3.30,29.40,3,9.20,71920
3,61.50,9.10,0.00,0.70,9.00,14.30,7.70,7.30,2,23.30,44756
3,61.40,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
3,61.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
1,61.40,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,61.40,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
2,61.30,3.00,0.00,0.00,13.00,11.60,13.40,35.40,2,19.50,51746
3,61.30,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,61.30,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
2,61.30,9.90,39.30,1.40,19.10,19.80,19.30,74.20,1,34.70,35407
3,61.30,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
2,61.30,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
3,61.20,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
3,61.20,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
4,61.20,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,61.20,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
1,61.20,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,61.20,1.40,0.00,0.90,19.90,8.00,6.40,21.80,3,14.10,59471
2,61.10,2.20,22.50,1.90,18.40,16.70,12.70,52.50,1,29.60,44015
4,61.10,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
2,61.00,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
4,61.00,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,61.00,2.90,0.00,1.70,27.00,17.50,5.30,12.50,2,18.80,49138
3,60.90,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
4,60.90,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
4,60.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,60.90,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
4,60.90,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,60.90,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,60.80,5.00,0.00,1.80,29.20,11.80,12.00,33.80,1,26.20,46411
3,60.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,60.80,9.00,0.00,1.80,19.80,9.30,4.90,15.00,3,13.50,60801
2,60.80,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,60.80,11.10,0.00,1.00,9.60,14.00,8.80,7.60,2,25.80,41262
4,60.70,4.20,21.20,1.70,13.70,13.50,11.30,50.30,1,37.20,40433
2,60.70,9.50,0.00,1.50,16.90,12.90,6.10,8.00,2,16.60,50826
1,60.70,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,60.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,60.70,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,60.60,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
3,60.60,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,60.60,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,60.60,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,60.50,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
4,60.50,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,60.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,60.50,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,60.50,5.20,0.00,1.10,12.30,12.50,5.50,7.10,2,23.30,41864
3,60.40,6.70,0.00,2.50,16.10,10.70,11.60,25.00,2,28.10,46447
3,60.40,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,60.40,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,60.40,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
3,60.30,1.30,27.70,2.60,13.10,18.00,14.50,63.40,1,34.00,38818
3,60.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,60.30,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,60.30,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,60.30,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,60.30,2.90,0.00,1.70,27.00,17.50,5.30,12.50,2,18.80,49138
3,60.30,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
3,60.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,60.20,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,60.20,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,60.20,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
4,60.20,3.30,12.30,1.00,17.60,15.10,8.70,19.30,2,20.00,47758
4,60.20,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
2,60.20,2.80,7.10,0.50,19.10,17.20,7.60,11.90,1,20.30,43328
3,60.10,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
3,60.10,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,60.10,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
2,60.10,5.20,0.00,1.10,12.30,12.50,5.50,7.10,2,23.30,41864
3,60.10,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
5,60.00,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,60.00,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
2,60.00,3.30,3.50,1.40,13.70,17.50,9.90,20.30,2,19.10,48372
3,60.00,0.80,1.70,1.10,17.30,7.90,3.60,27.40,3,8.30,80428
3,60.00,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
3,60.00,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
4,60.00,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
2,60.00,2.70,0.00,0.90,23.20,17.00,12.50,17.60,2,19.90,44946
5,60.00,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
4,59.90,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,59.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,59.90,3.50,13.90,1.50,18.60,13.20,7.40,14.10,3,13.50,62963
2,59.90,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,59.90,6.40,0.00,2.30,14.90,13.90,8.90,11.80,2,20.10,43972
3,59.90,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,59.80,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
2,59.80,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,59.80,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
3,59.80,1.60,28.70,0.90,26.60,23.40,14.30,48.20,1,27.30,42725
3,59.80,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,59.80,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,59.80,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,59.80,6.50,8.90,2.50,30.60,17.20,6.80,12.40,1,26.50,44080
3,59.70,3.20,28.90,1.80,21.40,12.10,10.10,27.00,1,26.50,48337
3,59.70,2.70,26.50,2.10,14.90,16.10,18.70,61.20,1,29.70,38430
4,59.70,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,59.70,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,59.70,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,59.70,12.80,13.80,2.30,19.90,12.40,10.50,17.90,2,20.40,44502
2,59.60,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
1,59.60,4.60,8.90,0.50,14.40,7.80,10.30,17.00,3,19.00,60163
4,59.60,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,59.60,4.40,16.00,1.60,21.20,12.60,8.60,35.80,2,18.30,50480
3,59.60,3.10,24.40,0.80,9.80,8.10,6.60,7.40,3,14.20,48489
3,59.60,5.80,0.00,1.40,23.20,14.70,6.70,7.50,1,23.20,43967
3,59.50,0.00,0.00,1.80,7.20,21.20,9.90,39.30,1,30.60,40653
2,59.50,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
4,59.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,59.50,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
4,59.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,59.40,4.90,51.20,3.10,25.70,18.10,15.40,61.50,1,31.30,36760
3,59.40,2.90,15.60,1.20,16.80,11.30,14.80,59.50,2,24.80,47892
2,59.40,2.70,6.20,1.30,14.30,12.60,10.70,27.00,2,16.60,52798
4,59.40,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,59.40,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
3,59.30,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,59.30,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,59.30,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
3,59.20,5.20,29.20,0.80,23.30,8.90,5.80,44.90,1,25.60,43303
4,59.20,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,59.20,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
2,59.20,5.80,7.10,0.80,24.80,8.80,6.00,23.30,3,13.00,60044
3,59.20,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
2,59.20,5.80,0.00,1.40,23.20,14.70,6.70,7.50,1,23.20,43967
2,59.20,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
3,59.10,1.40,2.60,1.00,9.00,11.00,7.30,31.80,3,15.40,60296
3,59.10,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
2,59.10,0.90,11.20,0.40,14.20,12.30,5.70,27.30,3,13.10,73703
2,59.10,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,59.10,2.60,5.30,1.10,15.10,14.30,7.10,23.70,2,18.70,53738
3,59.00,3.00,8.80,1.30,20.70,6.60,10.50,56.00,1,22.20,46779
3,59.00,4.20,22.90,2.00,8.60,20.70,11.00,36.30,2,24.10,47757
3,59.00,5.80,0.00,1.40,23.20,14.70,6.70,7.50,1,23.20,43967
2,59.00,7.80,0.00,1.50,15.20,11.80,13.80,6.70,3,20.10,47183
3,58.90,5.50,1.80,1.10,13.70,5.90,8.60,32.30,1,21.30,50531
4,58.90,1.80,3.10,1.20,6.70,5.90,4.00,39.10,3,9.70,80169
3,58.90,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,58.90,4.30,4.00,2.50,19.90,19.40,13.50,15.80,2,22.60,46342
2,58.90,4.80,1.40,1.20,11.50,7.90,6.70,15.30,3,16.60,53960
2,58.80,0.80,11.80,1.00,4.80,12.60,9.20,35.70,2,18.70,57710
3,58.80,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,58.80,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
2,58.70,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
3,58.70,0.20,14.60,2.30,17.80,15.90,15.20,26.70,1,24.20,41869
3,58.70,1.10,27.90,1.50,23.30,9.80,9.50,42.70,2,23.00,50112
3,58.70,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,58.70,3.30,6.70,1.70,14.30,13.80,10.10,27.40,2,24.00,46864
3,58.70,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
3,58.60,6.70,0.00,2.50,16.10,10.70,11.60,25.00,2,28.10,46447
4,58.60,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
2,58.60,2.20,12.90,0.80,17.50,8.60,4.90,52.70,3,16.40,64509
1,58.60,9.10,0.00,0.70,9.00,14.30,7.70,7.30,2,23.30,44756
4,58.50,4.80,0.00,2.00,13.80,11.20,7.60,50.00,1,20.70,50122
3,58.50,0.20,18.60,1.10,22.10,9.10,8.00,49.30,2,22.10,52166
3,58.50,4.10,0.00,0.70,45.90,16.50,15.40,10.90,2,24.40,41701
3,58.40,4.70,29.80,2.00,24.50,15.50,11.80,60.40,1,32.90,40263
3,58.40,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
3,58.40,13.80,16.70,1.40,24.40,14.00,10.60,26.30,1,27.10,42728
2,58.30,7.60,2.60,0.60,13.30,6.20,7.40,12.30,2,15.50,55052
2,58.30,0.10,21.40,1.30,16.30,18.60,7.10,49.00,1,33.10,42807
4,58.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,58.30,2.00,20.50,0.90,9.90,11.50,8.60,56.60,3,18.90,59329
3,58.30,2.90,1.80,1.70,13.40,10.50,7.90,37.60,2,20.50,51225
